iter	RMSE
329	26.10505399
330	26.10502244
331	26.10499358
332	26.10495704
333	26.10492398
334	26.10489135
335	26.10486387
336	26.10482915
337	26.10479808
338	26.10475538
339	26.10471709
340	26.10468703
341	26.10465913
342	26.104632
343	26.10460429
344	26.10457885
345	26.10454077
346	26.10451328
347	26.10447794
348	26.10445212
349	26.10442083
350	26.10437724
351	26.10434777
352	26.10431381
353	26.10428584
354	26.10425571
355	26.10422479
356	26.1041967
357	26.10416715
358	26.10414309
359	26.10411342
360	26.10408267
361	26.10405545
362	26.10402882
363	26.10399974
364	26.10395718
365	26.10392308
366	26.103891
367	26.10386465
368	26.10383405
369	26.10379966
370	26.10376412
371	26.10372548
372	26.10368944
373	26.1036544
374	26.10362192
375	26.10358921
376	26.10354775
377	26.10351839
378	26.10348917
379	26.10345673
380	26.10343249
381	26.10339942
382	26.10336392
383	26.10333123
384	26.10329947
385	26.10327345
386	26.10324185
387	26.10320625
388	26.10317561
389	26.10314121
390	26.10311023
391	26.10306993
392	26.10303475
393	26.10300073
394	26.10297068
395	26.1029361
396	26.1029052
397	26.10286957
398	26.10283244
399	26.10280128
400	26.10276427
401	26.10273546
402	26.10270881
403	26.10267281
404	26.10264388
405	26.10260963
406	26.10257596
407	26.10254129
408	26.10249915
409	26.10247301
410	26.10244561
411	26.10241716
412	26.10239485
413	26.10236475
414	26.10232731
415	26.10229621
416	26.10226437
417	26.10222653
418	26.10219159
419	26.10216644
420	26.10212637
421	26.10209577
422	26.10206425
423	26.10203422
424	26.10200192
425	26.10197114
426	26.10193513
427	26.10190992
428	26.10187227
429	26.10183759
430	26.10180418
431	26.10176965
432	26.1017372
433	26.10170571
434	26.10166999
435	26.1016458
436	26.10161195
437	26.10158333
438	26.10154818
439	26.10152599
440	26.10149384
441	26.10146844
442	26.10143174
443	26.10140956
444	26.10137388
445	26.10133567
446	26.101292
447	26.10126367
448	26.10123134
449	26.10119998
450	26.10116526
451	26.10113118
452	26.10110137
453	26.10106998
454	26.10104084
455	26.1010083
456	26.10098627
457	26.10095515
458	26.10092101
459	26.10088477
460	26.10085655
461	26.10081588
462	26.10078455
463	26.10075631
464	26.1007218
465	26.10069148
466	26.10066681
467	26.10063168
468	26.10061487
469	26.10058683
470	26.1005552
471	26.10052749
472	26.10050002
473	26.10046818
474	26.10044256
475	26.10041763
476	26.10038574
477	26.10035717
478	26.10032234
479	26.10029111
480	26.10026407
481	26.10023571
482	26.10020775
483	26.10018117
484	26.10015662
485	26.10013403
486	26.10009899
487	26.10006441
488	26.10003267
489	26.09999901
490	26.09996683
491	26.09993407
492	26.0999006
493	26.09987169
494	26.09983728
495	26.09980658
496	26.09977783
497	26.09975169
498	26.09972605
499	26.09969855
500	26.09966852
501	26.09964399
502	26.09961697
503	26.09958062
504	26.09955579
505	26.09953177
506	26.09950064
507	26.09946812
508	26.09943998
509	26.09940939
510	26.09938498
511	26.09935883
512	26.09933189
513	26.09930146
514	26.09927262
515	26.09924335
516	26.09921536
517	26.09918997
518	26.09916138
519	26.09913288
520	26.09909628
521	26.09907169
522	26.09903851
523	26.09900567
524	26.09896954
525	26.09893868
526	26.09890592
527	26.09887567
528	26.09885121
529	26.09882198
530	26.09880032
531	26.09877662
532	26.09874743
533	26.09872408
534	26.09869256
535	26.09866665
536	26.09863664
537	26.09860695
538	26.09857326
539	26.09855014
540	26.09852124
541	26.09849146
542	26.09844943
543	26.09841894
544	26.09838786
545	26.09836634
546	26.09833924
547	26.09831068
548	26.09828847
549	26.09826751
550	26.09823704
551	26.09820779
552	26.09817592
553	26.09814472
554	26.09810495
555	26.09806396
556	26.09803227
557	26.09800101
558	26.09796799
559	26.09792557
560	26.09789377
561	26.09784814
562	26.09782006
563	26.09779844
564	26.0977646
565	26.09772953
566	26.09769727
567	26.09767108
568	26.09763914
569	26.09760167
570	26.09757086
571	26.09754101
572	26.09750691
573	26.09748009
574	26.09745061
575	26.09742256
576	26.09739643
577	26.09737404
578	26.09732882
579	26.09729561
580	26.09726333
581	26.09724171
582	26.09721525
583	26.09718527
584	26.09715152
585	26.09711924
586	26.09708935
587	26.09705711
588	26.09702883
589	26.09699664
590	26.09697621
591	26.09694729
592	26.09691991
593	26.09689577
594	26.09686844
595	26.09684601
596	26.09681961
597	26.0967864
598	26.09675428
599	26.09673184
600	26.09670172
601	26.09666766
602	26.09664571
603	26.09661825
604	26.09658307
605	26.09655264
606	26.09651437
607	26.09648511
608	26.096453
609	26.09642776
610	26.09639771
611	26.09636959
612	26.096337
613	26.09631088
614	26.09627785
615	26.09625228
616	26.09622488
617	26.09619602
618	26.09617435
619	26.09613812
620	26.09610815
621	26.09607762
622	26.09605398
623	26.09603395
624	26.09600197
625	26.09597329
626	26.09594235
627	26.09591199
628	26.09588965
629	26.0958619
630	26.09583526
631	26.09580419
632	26.09578454
633	26.09575532
634	26.09572262
635	26.09568401
636	26.09565257
637	26.09562315
638	26.09559732
639	26.09556839
640	26.09553971
641	26.0955167
642	26.09548996
643	26.09546783
644	26.09543636
645	26.09541448
646	26.09538642
647	26.09535707
648	26.09532211
649	26.09529883
650	26.09527862
651	26.09524524
652	26.09521341
653	26.09518768
654	26.09516416
655	26.09513656
656	26.09510881
657	26.09508221
658	26.09505416
659	26.09502141
660	26.09499725
661	26.09496732
662	26.09494589
663	26.09492427
664	26.09489225
665	26.09486474
666	26.09484124
667	26.09480511
668	26.09478182
669	26.09474692
670	26.09472501
671	26.09469646
672	26.09466564
673	26.09463972
674	26.09461391
675	26.09457939
676	26.09455316
677	26.09452382
678	26.09449953
679	26.09446387
680	26.09443393
681	26.09440931
682	26.09438119
683	26.09435639
684	26.09432198
685	26.09429702
686	26.09427033
687	26.09423805
688	26.09421152
689	26.09418195
690	26.09415689
691	26.09412397
692	26.09409204
693	26.09406074
694	26.09403037
695	26.09400498
696	26.09397306
697	26.09393702
698	26.09390646
699	26.09388496
700	26.09385449
701	26.09382099
702	26.09379708
703	26.09376734
704	26.09374344
705	26.09372188
706	26.09369222
707	26.09365568
708	26.09362512
709	26.09359571
710	26.09356728
711	26.09353066
712	26.09349759
713	26.09346091
714	26.09343269
715	26.09340403
716	26.09338535
717	26.09335252
718	26.09332016
719	26.0932923
720	26.09326128
721	26.09323947
722	26.09322247
723	26.09319513
724	26.0931691
725	26.09314978
726	26.0931259
727	26.09309333
728	26.09307385
729	26.09304701
730	26.09301945
731	26.09299667
732	26.09297171
733	26.09294412
734	26.09291787
735	26.09288173
736	26.09285713
737	26.09282829
738	26.09280606
739	26.09277818
740	26.09275689
741	26.09272865
742	26.09269971
743	26.09267066
744	26.09264322
745	26.09261115
746	26.09259423
747	26.09257067
748	26.09254236
749	26.09251865
750	26.09249187
751	26.09247335
752	26.09244784
753	26.09241976
754	26.09239125
755	26.09236634
756	26.09234063
757	26.09232146
758	26.09229164
759	26.09226239
760	26.09223775
761	26.09220195
762	26.09217042
763	26.09214329
764	26.09212173
765	26.09209281
766	26.0920594
767	26.09202758
768	26.09200292
769	26.09197793
770	26.09194781
771	26.09192028
772	26.09188934
773	26.09186273
774	26.09183702
775	26.09181292
776	26.0917791
777	26.09175747
778	26.09173108
779	26.0917055
780	26.09167922
781	26.09164443
782	26.09161479
783	26.09158816
784	26.09157153
785	26.09153927
786	26.09151014
787	26.09147786
788	26.09145295
789	26.09142618
790	26.09139789
791	26.0913721
792	26.09135266
793	26.09132696
794	26.09129659
795	26.0912654
796	26.09123467
797	26.09120379
798	26.09117445
799	26.09114856
800	26.09111881
801	26.0910892
802	26.09105737
803	26.09102823
804	26.09099809
805	26.09096032
806	26.09092941
807	26.09089861
808	26.09086949
809	26.09084341
810	26.09080849
811	26.09077965
812	26.09075369
813	26.09072551
814	26.09070037
815	26.09067544
816	26.0906461
817	26.09062397
818	26.09059126
819	26.09056291
820	26.09052488
821	26.09050419
822	26.09047671
823	26.09044452
824	26.09041484
825	26.09038612
826	26.09036275
827	26.0903391
828	26.09031286
829	26.09028019
830	26.09024495
831	26.0902224
832	26.09019505
833	26.09015867
834	26.09012676
835	26.09009415
836	26.09006702
837	26.09003671
838	26.09000688
839	26.08998995
840	26.08995823
841	26.08993285
842	26.08990677
843	26.0898824
844	26.0898492
845	26.08982161
846	26.08979216
847	26.08976687
848	26.08974189
849	26.08971295
850	26.089686
851	26.08965812
852	26.089634
853	26.08960288
854	26.08956341
855	26.08953319
856	26.08950433
857	26.08947519
858	26.0894471
859	26.08942325
860	26.08939388
861	26.08937298
862	26.0893477
863	26.08932592
864	26.08929798
865	26.0892704
866	26.08924172
867	26.08921148
868	26.08918449
869	26.08916076
870	26.08913024
871	26.08910478
872	26.08907328
873	26.08904637
874	26.08901877
875	26.0889954
876	26.08896504
877	26.08893911
878	26.08891392
879	26.08889068
880	26.08885373
881	26.08882669
882	26.08878769
883	26.0887609
884	26.08873178
885	26.08870598
886	26.08868368
887	26.08865031
888	26.08862194
889	26.08859889
890	26.08855838
891	26.08854428
892	26.0885194
893	26.08849107
894	26.0884567
895	26.08843176
896	26.0884137
897	26.08837246
898	26.08834007
899	26.08831183
900	26.08828849
901	26.0882592
902	26.08822919
903	26.08820133
904	26.08818054
905	26.08815887
906	26.0881298
907	26.08809638
908	26.08806685
909	26.08803766
910	26.08801081
911	26.08798844
912	26.08796462
913	26.08793029
914	26.08790107
915	26.08787754
916	26.08784423
917	26.08781202
918	26.08778543
919	26.08775362
920	26.08772408
921	26.08769561
922	26.08767009
923	26.08764483
924	26.08761764
925	26.08758572
926	26.08756923
927	26.0875438
928	26.08751166
929	26.08748962
930	26.08745602
931	26.08742893
932	26.08740061
933	26.08736841
934	26.08734001
935	26.08731467
936	26.08728394
937	26.08725489
938	26.08723014
939	26.08720721
940	26.08717394
941	26.08715186
942	26.08712469
943	26.08709889
944	26.08707086
945	26.08704404
946	26.08701036
947	26.08698139
948	26.0869545
949	26.08692543
950	26.086893
951	26.08686272
952	26.08683997
953	26.08681112
954	26.08678422
955	26.08675324
956	26.08672154
957	26.08670177
958	26.0866726
959	26.08664534
960	26.08661444
961	26.08658832
962	26.08656589
963	26.08654258
964	26.08651398
965	26.08649054
966	26.08646752
967	26.08644473
968	26.08642006
969	26.08638955
970	26.0863649
971	26.08633224
972	26.08630731
973	26.08627577
974	26.086245
975	26.08622064
976	26.08620271
977	26.0861792
978	26.08615713
979	26.08612478
980	26.08609396
981	26.08606436
982	26.08602861
983	26.08600173
984	26.08598271
985	26.08595567
986	26.08592664
987	26.08589567
988	26.08585471
989	26.08582242
990	26.08579622
991	26.08576177
992	26.08573077
993	26.08570589
994	26.08567547
995	26.08565142
996	26.0856189
997	26.08558589
998	26.0855679
999	26.08554499
